Word,Pronunciation,Definition,HSK Level
阵容,zhèn róng,troop arrangement; battle formation; line-up (of a sports team etc),6
振兴,Zhèn xīng,"Zhengxing district of Dandong city 丹東市|丹东市[Dan1 dong1 shi4], Liaoning",6
镇压,zhèn yā,suppression; repression; to suppress; to put down; to quell,6
睁,zhēng,to open (eye),5
争端,zhēng duān,dispute; controversy; conflict,6
争夺,zhēng duó,fight over; contest; vie over,6
蒸发,zhēng fā,to evaporate; evaporation,6
征服,zhēng fú,conquer; subdue; vanquish,6
争论,zhēng lùn,"to argue; to debate; to contend; argument; contention; controversy; debate; CL:次[ci4],場|场[chang3]",5
争气,zhēng qì,to work hard for sth; to resolve on improvement; determined not to fall short,6
征求,zhēng qiú,"to solicit; to seek; to request (opinions, feedback etc); to petition",5
争取,zhēng qǔ,to fight for; to strive for; to win over,5
征收,zhēng shōu,to levy (a fine); to impose (a tariff),6
争先恐后,zhēng xiān kǒng hòu,striving to be first and fearing to be last (idiom); outdoing one another,6
争议,zhēng yì,controversy; dispute,6
正月,zhēng yuè,first month of the lunar year,6
挣扎,zhēng zhá,to struggle; struggling,6
整顿,zhěng dùn,to tidy up; to reorganize; to consolidate; to rectify,6
整个,zhěng gè,whole; entire; total,5
整理,zhěng lǐ,"to arrange; to tidy up; to sort out; to straighten out; to list systematically; to collate (data, files); to pack (luggage)",4
整齐,zhěng qí,orderly; neat; even; tidy,4
整体,zhěng tǐ,"whole entity; entire body; synthesis; as a whole (situation, construction, team etc); global; macrocosm; integral; holistic; whole",5
正,zhèng,upright; centrally located; (of time or figure) exactly; correct; (of taste) pure,5
政策,zhèng cè,policy; CL:個|个[ge4],5
正常,zhèng cháng,regular; normal; ordinary,4
正当,zhèng dāng,honest; reasonable; fair; sensible; timely; just (when needed),6
政府,zhèng fǔ,government; CL:個|个[ge4],5
正负,zhèng fù,positive and negative,6
正规,zhèng guī,regular; according to standards,6
正好,zhèng hǎo,just (in time); just right; just enough; to happen to; to chance to; by chance; it just so happens that,4
证件,zhèng jiàn,paperwork; credentials,5
正经,zhèng jing,decent; honorable; proper; serious; according to standards,6
证据,zhèng jù,evidence; proof; testimony,5
证明,zhèng míng,proof; certificate; identification; testimonial; CL:個|个[ge4]; to prove; to testify; to confirm the truth of,4
正气,zhèng qì,healthy environment; healthy atmosphere; righteousness; vital energy (in Chinese medicine),6
挣钱,zhèng qián,to make money,5
政权,zhèng quán,regime; (wield) political power,6
正确,zhèng què,correct; proper,4
证实,zhèng shí,to confirm (sth to be true); to verify,6
正式,zhèng shì,formal; official,4
证书,zhèng shū,credentials; certificate,6
正义,zhèng yì,justice; righteous; righteousness,6
正在,zhèng zài,in the process of (doing something or happening); while (doing),2
政治,zhèng zhì,politics; political,5
郑重,zhèng zhòng,serious,6
症状,zhèng zhuàng,symptom (of an illness),6
之,zhī,"(possessive particle, literary equivalent of 的); him; her; it",4
支,zhī,"to support; to sustain; to erect; to raise; branch; division; to draw money; surname Zhi; classifier for rods such as pens and guns, for army divisions and for songs or compositions; watt, classifier for power of light bulbs",5
只,zhī,"classifier for birds and certain animals, one of a pair, some utensils, vessels etc",4
枝,zhī,"branch; classifier for sticks, rods, pencils etc",6
支撑,zhī chēng,to prop up; to support; strut; brace,6
支持,zhī chí,to be in favor of; to support; to back; support; backing; to stand by; CL:個|个[ge4],4
支出,zhī chū,to spend; to pay out; expense,6
知道,zhī dào,to know; to be aware of,5
脂肪,zhī fáng,body fat,6
知觉,zhī jué,perception; consciousness,6
支流,zhī liú,tributary (river),6
支配,zhī pèi,to dominate; to allocate,6
支票,zhī piào,check (bank); cheque; CL:本[ben3],5
知识,zhī shi,intellectual; knowledge-related; knowledge; CL:門|门[men2],4
支援,zhī yuán,to provide assistance; to support; to back,6
支柱,zhī zhù,mainstay; pillar; prop; backbone,6
知足常乐,zhī zú cháng lè,satisfied with what one has (idiom),6
直,zhí,straight; to straighten; fair and reasonable; frank; straightforward; (indicates continuing motion or action); vertical; vertical downward stroke in Chinese characters,5
值班,zhí bān,to work a shift; on duty,6
直播,zhí bō,live broadcast (not recorded); direct internet broadcasting,6
值得,zhí de,to be worth; to deserve,4
直接,zhí jiē,direct; opposite: indirect 間接|间接; immediate; directly; straightforward,4
殖民地,zhí mín dì,colony,6
职能,zhí néng,function; role,6
职位,zhí wèi,post; office; position,6
植物,zhí wù,botanical; plant; vegetation; CL:種|种[zhong3],4
职务,zhí wù,post; position; job; duties,6
执行,zhí xíng,implement; carry out; to execute; to run,5
职业,zhí yè,occupation; profession; vocation; professional,4
执照,zhí zhào,a license; a permit,5
只,zhǐ,only; merely; just; but,3
指,zhǐ,finger; to point at or to; to indicate or refer to; to depend on; to count on; (of hair) to stand on end,4
指标,zhǐ biāo,norm; index; target,6
指导,zhǐ dǎo,to guide; to give directions; to direct; to coach; guidance; tuition; CL:個|个[ge4],5
指定,zhǐ dìng,to appoint; to assign; to indicate clearly and with certainty; designated,6
只好,zhǐ hǎo,without any better option; to have to; to be forced to,4
指挥,zhǐ huī,to conduct; to command; to direct; conductor (of an orchestra); CL:個|个[ge4],5
指甲,zhǐ jia,fingernail,6
指令,zhǐ lìng,order; command; instruction,6
指南针,zhǐ nán zhēn,compass,6
指示,zhǐ shì,to point out; to indicate; to instruct; directives; instructions; CL:個|个[ge4],6
指望,zhǐ wàng,to hope for sth; to count on; hope,6
只要,zhǐ yào,if only; so long as,4
指责,zhǐ zé,to criticize; to find fault with; to denounce,6
治安,zhì ān,law and order; public security,6
制裁,zhì cái,to punish; punishment; sanctions (incl. economic),6
致辞,zhì cí,"to express in words or writing; to make a speech (esp. short introduction, vote of thanks, afterword, funeral homily etc); to address (an audience); same as 致詞|致词",6
制定,zhì dìng,to draw up; to formulate,5
制订,zhì dìng,to work out; to formulate,6
制度,zhì dù,"system (e.g. political, adminstrative etc); institution; CL:個|个[ge4]",5
制服,zhì fú,"to subdue; to check; to bring under control; (in former times) what one is allowed to wear depending on social status; uniform (army, party, school etc); livery (for company employees); CL:套[tao4]",6
智慧,zhì huì,wisdom; knowledge; intelligent; intelligence,5
至今,zhì jīn,until now,5
治理,zhì lǐ,to govern; to administer; to manage; to control,6
智力,zhì lì,intelligence; intellect,6
致力于,zhì lì yú,to devote to; to dedicate to,6
质量,zhì liàng,quality; mass (in physics); CL:個|个[ge4],4
治疗,zhì liáo,to treat; to cure; medical treatment; cure,5
滞留,zhì liú,to detain; retention,6
智能,zhì néng,"intelligent; able; smart (phone, system, bomb etc)",6
志气,zhì qì,ambition; resolve; backbone; drive; spirit,6
智商,zhì shāng,IQ (intelligence quotient),6
至少,zhì shǎo,at least; (to say the) least,4
致使,zhì shǐ,to cause; to result in,6
秩序,zhì xù,order (orderly); order (sequence); social order; the state (of society); CL:個|个[ge4],5
至于,zhì yú,as for; as to; to go so far as to,5
志愿者,zhì yuàn zhě,volunteer,5
制约,zhì yuē,to restrict; condition,6
制造,zhì zào,to manufacture; to make,4
制止,zhì zhǐ,to curb; to put a stop to; to stop; to check; to limit,6
制作,zhì zuò,make; manufacture,5
钟,zhōng,"clock; o'clock; time as measured in hours and minutes; bell; CL:架[jia4],座[zuo4]",5
忠诚,zhōng chéng,devoted; fidelity; loyal; loyalty,6
终点,zhōng diǎn,the end; end point; finishing line (in a race); destination; terminus; CL:個|个[ge4],6
中断,zhōng duàn,to cut short; to break off; to discontinue,6
中国,Zhōng guó,China; Middle Kingdom,1
中间,zhōng jiān,between; intermediate; mid; middle,3
中介,zhōng jiè,to act as intermediary; to link; intermediate; inter-; agency; agent,5
终究,zhōng jiū,in the end; after all is said and done,6
中立,zhōng lì,neutral,6
终年,zhōng nián,entire year; throughout the year; age at death,6
终身,zhōng shēn,lifelong; all one's life; marriage,6
忠实,zhōng shí,faithful,6
中文,Zhōng wén,Chinese; Chinese written language; Chinese writing,4
中午,zhōng wǔ,noon; midday; CL:個|个[ge4],1
中心,zhōng xīn,center; heart; core; CL:個|个[ge4],5
衷心,zhōng xīn,heartfelt; wholehearted; cordial,6
中旬,zhōng xún,middle third of a month,5
中央,zhōng yāng,central; middle; center; central authorities (of a state),6
终于,zhōng yú,at last; in the end; finally; eventually,3
终止,zhōng zhǐ,to stop; to terminate (law),6
种,zhǒng,"abbr. for 物種|物种, genus; race; seed; breed; species; strain; kind; type; has guts (i.e. courage); nerve; classifier for types: kind, sort; classifier for languages",3
肿瘤,zhǒng liú,tumor,6
种子,zhǒng zi,"seed; CL:顆|颗[ke1],粒[li4]",6
种族,zhǒng zú,race; ethnicity,6
重,zhòng,heavy; serious,5
重点,zhòng diǎn,emphasis; focal point; priority; key; with the emphasis on; focusing on,4
重量,zhòng liàng,weight; CL:個|个[ge4],5
重视,zhòng shì,to attach importance to sth; to value,4
众所周知,zhòng suǒ zhōu zhī,as everyone knows (idiom),6
重心,zhòng xīn,center of gravity; central core; main part,6
重要,zhòng yào,important; significant; major,3
州,zhōu,prefecture; state (e.g. of US); province (old); administrative division (old),6
舟,zhōu,boat,6
粥,zhōu,porridge (of rice or millet),6
周边,zhōu biān,periphery; rim,6
周到,zhōu dao,thoughtful; considerate; attentive; thorough,5
周密,zhōu mì,careful; thorough,6
周末,zhōu mò,weekend,3
周年,zhōu nián,anniversary; annual,6
周期,zhōu qī,period; cycle,6
周围,zhōu wéi,surroundings; environment; to encompass,4
周折,zhōu zhé,complication; twists and turns; problem; setback,6
周转,zhōu zhuǎn,turnover (in cash or personnel); to have enough resources to cover a need,6
皱纹,zhòu wén,wrinkle; CL:道[dao4],6
昼夜,zhòu yè,"day and night; period of 24 hours; continuously, without stop",6
猪,zhū,"hog; pig; swine; CL:口[kou3],頭|头[tou2]",4
株,zhū,tree trunk; stump (tree root); a plant; classifier for trees or plants; to involve others (in shady business),6
诸位,zhū wèi,(pron) everyone; Ladies and Gentlemen; Sirs,6
逐步,zhú bù,progressively; step by step,5
逐渐,zhú jiàn,gradually,4
逐年,zhú nián,year after year; with each passing year; over the years,6
竹子,zhú zi,"bamboo; CL:棵[ke1],支[zhi1],根[gen1]",5
煮,zhǔ,to cook; to boil,5
拄,zhǔ,to lean on; to prop on,6
主办,zhǔ bàn,to organize; to host (a conference or sports event),6
主持,zhǔ chí,to take charge of; to manage or direct; to preside over; to uphold; to stand for (eg justice); to host (a TV or radio program etc),5
主导,zhǔ dǎo,to lead; to manage,6
主动,zhǔ dòng,to take the initiative; to do sth of one's own accord; active; opposite: passive 被動|被动[bei4 dong4]; drive (of gears and shafts etc),4
嘱咐,zhǔ fù,to tell; to exhort; injunction,5
主观,zhǔ guān,subjective,5
主管,zhǔ guǎn,in charge; responsible for,6
主流,zhǔ liú,main stream (of a river); fig. the essential point; main viewpoint of a matter,6
主权,zhǔ quán,sovereignty,6
主人,zhǔ rén,master; host; CL:個|个[ge4],5
主题,zhǔ tí,theme; subject,6
主席,zhǔ xí,"chairperson; premier; chairman; CL:個|个[ge4],位[wei4]",5
主要,zhǔ yào,main; principal; major; primary,3
主意,zhǔ yi,plan; idea; decision; CL:個|个[ge4],4
主张,zhǔ zhāng,to advocate; to stand for; view; position; stand; proposition; viewpoint; assertion; CL:個|个[ge4],5
住,zhù,to live; to dwell; to stay; to reside; to stop,1
祝,zhù,invoke; pray to; wish; to express good wishes; surname Zhu,3
注册,zhù cè,to register; to enroll,5
祝福,zhù fú,blessings; wish well,5
祝贺,zhù hè,to congratulate; congratulations; CL:個|个[ge4],4
助理,zhù lǐ,assistant,6
著名,zhù míng,famous; noted; well-known; celebrated,4
注射,zhù shè,injection; to inject,6
注视,zhù shì,to watch attentively; to gaze,6
注释,zhù shì,marginal notes; annotation; to annotate; to add comments to text,6
助手,zhù shǒu,assistant; helper,6
注意,zhù yì,to take note of; to pay attention to,3
铸造,zhù zào,to cast (pour metal into a mold),6
驻扎,zhù zhā,to station; to garrison (troops),6
住宅,zhù zhái,residence; tenement,6
注重,zhù zhòng,to pay attention to; to emphasize,6
著作,zhù zuò,to write; literary work; book; article; writings; CL:部[bu4],6
抓紧,zhuā jǐn,to grasp firmly; to pay special attention to; to rush in; to make the most of,5
拽,zhuài,to drag; to haul,6
专长,zhuān cháng,specialty; special knowledge or ability,6
专程,zhuān chéng,special-purpose trip,6
专家,zhuān jiā,expert; specialist; CL:個|个[ge4],5
专科,zhuān kē,specialized subject; branch (of medicine); specialized training school,6
专利,zhuān lì,patent,6
专门,zhuān mén,specialist; specialized; customized,4
专题,zhuān tí,special topic,6
砖瓦,zhuān wǎ,tiles and bricks,6
专心,zhuān xīn,to concentrate; absorption; concentration; engrossed,5
专业,zhuān yè,"specialty; specialized field; main field of study (at university); major; CL:門|门[men2],個|个[ge4]; professional",4
转变,zhuǎn biàn,change; transform; CL:個|个[ge4],5
转达,zhuǎn dá,to pass on; to convey; to communicate,6
转告,zhuǎn gào,to pass on; to communicate; to transmit,5
转让,zhuǎn ràng,"transfer (technology, goods etc); conveyancing (property)",6
转移,zhuǎn yí,to shift; to divert or distract (attention etc); to change; to transform; metastasis (medicine),6
转折,zhuǎn zhé,shift in the trend of events; plot shift in a book; twists and turns,6
赚,zhuàn,earn; make a profit,4
传记,zhuàn jì,"biography; CL:篇[pian1],部[bu4]",6
装,zhuāng,adornment; to adorn; dress; clothing; costume (of an actor in a play); to play a role; to pretend; to install; to fix; to wrap (sth in a bag); to load; to pack,5
装备,zhuāng bèi,equipment; to equip; to outfit,6
装饰,zhuāng shì,to decorate; decoration; decorative; ornamental,5
装卸,zhuāng xiè,to load or unload; to transfer; to assemble and disassemble,6
庄严,zhuāng yán,stately,6
庄重,zhuāng zhòng,grave; solemn; dignified,6
幢,zhuàng,tents; classifier for houses,6
撞,zhuàng,to hit; to strike; to meet by accident; to run into; to bump against; to bump into,4
壮观,zhuàng guān,spectacular; magnificent sight,6
状况,zhuàng kuàng,condition; state; situation; CL:個|个[ge4],5
壮丽,zhuàng lì,magnificence; magnificent; majestic; glorious,6
壮烈,zhuàng liè,brave; heroic,6
状态,zhuàng tài,state of affairs; state; mode; situation; CL:個|个[ge4],5
追悼,zhuī dào,mourning; memorial (service etc),6
追究,zhuī jiū,investigate; look into,6
追求,zhuī qiú,to pursue (a goal etc) stubbornly; to seek after; to woo,5
准备,zhǔn bèi,preparation; prepare,2
准确,zhǔn què,accurate; exact; precise,4
准时,zhǔn shí,on time; punctual; on schedule,4
准则,zhǔn zé,norm; standard; criterion,6
桌子,zhuō zi,"table; desk; CL:張|张[zhang1],套[tao4]",1
琢磨,zhuó mó,to carve and polish (jade); to polish and refine a literary work,6
着手,zhuó shǒu,to put one's hand to it; to start out on a task; to set out,6
着想,zhuó xiǎng,to give thought (to others); to consider (other people's needs),6
